,teamid,playerid,jerseynumber,position,teamname,leagueid,artificialkey,leaguename,firstname,surname,commonname,fullname
11114,480,173030.0,8.0,18.0,Rayo Vallecano,53,276,LaLiga Santander,Óscar,Trejo,,Óscar Trejo
11115,480,203581.0,20.0,3.0,Rayo Vallecano,53,276,LaLiga Santander,Iván,Balliu,,Iván Balliu
11116,480,209289.0,19.0,7.0,Rayo Vallecano,53,276,LaLiga Santander,Kévin Manuel,Rodrigues,Kévin Rodrigues,Kévin Manuel Rodrigues
11117,480,211270.0,24.0,4.0,Rayo Vallecano,53,276,LaLiga Santander,Esteban,Saveljich,,Esteban Saveljich
11118,480,211348.0,13.0,0.0,Rayo Vallecano,53,276,LaLiga Santander,Stole,Dimitrievski,,Stole Dimitrievski
11119,480,216447.0,18.0,16.0,Rayo Vallecano,53,276,LaLiga Santander,Álvaro,García Rivera,Álvaro García,Álvaro García Rivera
11120,480,218746.0,25.0,28.0,Rayo Vallecano,53,276,LaLiga Santander,José Ángel,Pozo la Rosa,Pozo,José Ángel Pozo la Rosa
11121,480,222390.0,12.0,9.0,Rayo Vallecano,53,276,LaLiga Santander,Unai,López Cabrera,Unai López,Unai López Cabrera
11122,480,224967.0,26.0,29.0,Rayo Vallecano,53,276,LaLiga Santander,Mamadou,Sylla,,Mamadou Sylla
11123,480,225562.0,17.0,28.0,Rayo Vallecano,53,276,LaLiga Santander,Martín,Merquelanz,Merquelanz,Martín Merquelanz
11124,480,232498.0,7.0,12.0,Rayo Vallecano,53,276,LaLiga Santander,Isaac,Palazón Camacho,Isi,Isaac Palazón Camacho
11125,480,235781.0,6.0,11.0,Rayo Vallecano,53,276,LaLiga Santander,Santiago,Comesaña Veiga,Santi Comesaña,Santiago Comesaña Veiga
11126,480,240311.0,1.0,28.0,Rayo Vallecano,53,276,LaLiga Santander,Luca,Zidane,,Luca Zidane
11127,480,241070.0,2.0,28.0,Rayo Vallecano,53,276,LaLiga Santander,Nikola,Maraš,,Nikola Maraš
11128,480,241479.0,32.0,29.0,Rayo Vallecano,53,276,LaLiga Santander,Mario,Hernández Fernández,Mario Hernández,Mario Hernández Fernández
11129,480,243558.0,23.0,28.0,Rayo Vallecano,53,276,LaLiga Santander,Óscar Valentín,Martín Luengo,Óscar Valentín,Óscar Valentín Martín Luengo
11130,480,243976.0,5.0,6.0,Rayo Vallecano,53,276,LaLiga Santander,Alejandro,Catena Marugán,Catena,Alejandro Catena Marugán
11131,480,244921.0,29.0,29.0,Rayo Vallecano,53,276,LaLiga Santander,Sergio,Moreno Martínez,Sergio Moreno,Sergio Moreno Martínez
11132,480,246044.0,11.0,28.0,Rayo Vallecano,53,276,LaLiga Santander,Andrés,Martín García,Andrés Martín,Andrés Martín García
11133,480,246278.0,39.0,29.0,Rayo Vallecano,53,276,LaLiga Santander,Manuel,Navarro Sánchez,Manu Navarro,Manuel Navarro Sánchez
11134,480,246606.0,33.0,28.0,Rayo Vallecano,53,276,LaLiga Santander,Francisco José,García Torres,Fran García,Francisco José García Torres
11135,480,250858.0,21.0,28.0,Rayo Vallecano,53,276,LaLiga Santander,Pathé,Ciss,,Pathé Ciss
11136,480,251756.0,9.0,28.0,Rayo Vallecano,53,276,LaLiga Santander,Randy,Nteka,,Randy Nteka
11137,480,259531.0,31.0,29.0,Rayo Vallecano,53,276,LaLiga Santander,Sergio,Arratia Lechosa,Arratia,Sergio Arratia Lechosa
11138,480,260692.0,27.0,29.0,Rayo Vallecano,53,276,LaLiga Santander,Iker,Recio Ortega,Iker Recio,Iker Recio Ortega
11139,480,260828.0,37.0,29.0,Rayo Vallecano,53,276,LaLiga Santander,Rubén,de Tomás Gómez,De Tomás,Rubén de Tomás Gómez
11140,480,248805.0,28.0,29.0,Rayo Vallecano,53,276,LaLiga Santander,Sergio,Camello Pérez,Sergio Camello,Sergio Camello Pérez
11141,481,252961.0,23.0,28.0,Sevilla FC,53,277,LaLiga Santander,Tanguy,Nianzou,,Tanguy Nianzou
11142,481,228687.0,17.0,28.0,Sevilla FC,53,277,LaLiga Santander,Kasper,Dolberg,,Kasper Dolberg
11143,481,208330.0,11.0,28.0,Sevilla FC,53,277,LaLiga Santander,Adnan,Januzaj,,Adnan Januzaj
11144,481,234426.0,45.0,6.0,Sevilla FC,53,277,LaLiga Santander,Marcos,Nascimento Teixeira,Marcão,Marcos Nascimento Teixeira
11145,481,143076.0,24.0,15.0,Sevilla FC,53,277,LaLiga Santander,Alejandro,Gómez,,Alejandro Gómez
11146,481,146536.0,16.0,3.0,Sevilla FC,53,277,LaLiga Santander,Jesús,Navas González,Jesús Navas,Jesús Navas González
11147,481,168651.0,10.0,28.0,Sevilla FC,53,277,LaLiga Santander,Ivan,Rakitić,,Ivan Rakitić
11148,481,170368.0,29.0,28.0,Sevilla FC,53,277,LaLiga Santander,Erik,Lamela,,Erik Lamela
11149,481,184134.0,25.0,28.0,Sevilla FC,53,277,LaLiga Santander,Fernando,Reges,Fernando,Fernando Reges
11150,481,193165.0,9.0,28.0,Sevilla FC,53,277,LaLiga Santander,Jesús,Corona,,Jesús Corona
11151,481,193198.0,6.0,4.0,Sevilla FC,53,277,LaLiga Santander,Nemanja,Gudelj,,Nemanja Gudelj
11152,481,193283.0,18.0,28.0,Sevilla FC,53,277,LaLiga Santander,Thomas,Delaney,,Thomas Delaney
11153,481,202651.0,7.0,23.0,Sevilla FC,53,277,LaLiga Santander,Jesús Joaquín,Fernández Sáez,Suso,Jesús Joaquín Fernández Sáez
11154,481,205193.0,4.0,7.0,Sevilla FC,53,277,LaLiga Santander,Karim,Rekik,,Karim Rekik
11155,481,208777.0,21.0,28.0,Sevilla FC,53,277,LaLiga Santander,Óliver,Torres Muñoz,Óliver Torres,Óliver Torres Muñoz
11156,481,224309.0,8.0,10.0,Sevilla FC,53,277,LaLiga Santander,Joan,Jordán Moreno,Joan Jordán,Joan Jordán Moreno
11157,481,224334.0,19.0,27.0,Sevilla FC,53,277,LaLiga Santander,Marcos,Acuña,,Marcos Acuña
11158,481,227290.0,1.0,0.0,Sevilla FC,53,277,LaLiga Santander,Marko,Dmitrović,,Marko Dmitrović
11159,481,231340.0,2.0,28.0,Sevilla FC,53,277,LaLiga Santander,Gonzalo,Montiel,,Gonzalo Montiel
11160,481,231628.0,12.0,28.0,Sevilla FC,53,277,LaLiga Santander,Rafael,Mir Vicente,Rafa Mir,Rafael Mir Vicente
11161,481,235410.0,15.0,25.0,Sevilla FC,53,277,LaLiga Santander,Youssef,En-Nesyri,,Youssef En-Nesyri
11162,481,256058.0,40.0,28.0,Sevilla FC,53,277,LaLiga Santander,Pablo,Pérez Rico,Pablo Pérez,Pablo Pérez Rico
11163,481,264172.0,28.0,29.0,Sevilla FC,53,277,LaLiga Santander,José Ángel,Carmona Navarro,Carmona,José Ángel Carmona Navarro
11164,481,264175.0,34.0,29.0,Sevilla FC,53,277,LaLiga Santander,Pedro,Ortiz Bernat,Pedro Ortiz,Pedro Ortiz Bernat
11165,481,197781.0,99.0,13.0,Sevilla FC,53,277,LaLiga Santander,Francisco Román,Alarcón Suárez,Isco,Francisco Román Alarcón Suárez
11166,483,214026.0,23.0,29.0,Villarreal CF,53,278,LaLiga Santander,Johan,Mojica,,Johan Mojica
11167,483,157481.0,3.0,4.0,Villarreal CF,53,278,LaLiga Santander,Raúl,Albiol Tortajada,Raúl Albiol,Raúl Albiol Tortajada
11168,483,178213.0,6.0,28.0,Villarreal CF,53,278,LaLiga Santander,Etienne,Capoue,,Etienne Capoue
11169,483,178750.0,1.0,28.0,Villarreal CF,53,278,LaLiga Santander,Sergio,Asenjo Andrés,Sergio Asenjo,Sergio Asenjo Andrés
11170,483,189271.0,19.0,28.0,Villarreal CF,53,278,LaLiga Santander,Francis,Coquelin,,Francis Coquelin
11171,483,189513.0,5.0,15.0,Villarreal CF,53,278,LaLiga Santander,Daniel,Parejo Muñoz,Parejo,Daniel Parejo Muñoz
11172,483,192789.0,2.0,3.0,Villarreal CF,53,278,LaLiga Santander,Mario Gaspar,Pérez Martínez,Mario Gaspar,Mario Gaspar Pérez Martínez
11173,483,200454.0,9.0,26.0,Villarreal CF,53,278,LaLiga Santander,Francisco,Alcácer García,Paco Alcácer,Francisco Alcácer García
11174,483,201143.0,22.0,6.0,Villarreal CF,53,278,LaLiga Santander,Aïssa,Mandi,,Aïssa Mandi
11175,483,205566.0,28.0,16.0,Villarreal CF,53,278,LaLiga Santander,Alberto,Moreno Pérez,Alberto Moreno,Alberto Moreno Pérez
11176,483,206545.0,14.0,13.0,Villarreal CF,53,278,LaLiga Santander,Manuel,Trigueros Muñoz,Manu Trigueros,Manuel Trigueros Muñoz
11177,483,206546.0,41.0,29.0,Villarreal CF,53,278,LaLiga Santander,Pablo,Iñiguez de Heredia,Pablo Iñiguez,Pablo Iñiguez de Heredia
11178,483,208093.0,7.0,24.0,Villarreal CF,53,278,LaLiga Santander,Gerard,Moreno Balagueró,Gerard Moreno,Gerard Moreno Balagueró
11179,483,211241.0,20.0,12.0,Villarreal CF,53,278,LaLiga Santander,Rubén,Peña Jiménez,Rubén Peña,Rubén Peña Jiménez
11180,483,215316.0,13.0,0.0,Villarreal CF,53,278,LaLiga Santander,Gerónimo,Rulli,,Gerónimo Rulli
11181,483,226226.0,18.0,28.0,Villarreal CF,53,278,LaLiga Santander,Giovani,Lo Celso,,Giovani Lo Celso
11182,483,228302.0,24.0,7.0,Villarreal CF,53,278,LaLiga Santander,Alfonso,Pedraza Sag,Pedraza,Alfonso Pedraza Sag
11183,483,231640.0,26.0,29.0,Villarreal CF,53,278,LaLiga Santander,Javier,Ontiveros Parra,Ontiveros,Javier Ontiveros Parra
11184,483,236276.0,15.0,28.0,Villarreal CF,53,278,LaLiga Santander,Arnaut,Danjuma,,Arnaut Danjuma
11185,483,237221.0,8.0,28.0,Villarreal CF,53,278,LaLiga Santander,Juan,Foyth,,Juan Foyth
11186,483,237942.0,12.0,28.0,Villarreal CF,53,278,LaLiga Santander,Pervis,Estupiñán,,Pervis Estupiñán
11187,483,241462.0,29.0,29.0,Villarreal CF,53,278,LaLiga Santander,Ramiro,Guerra,,Ramiro Guerra
11188,483,241464.0,4.0,28.0,Villarreal CF,53,278,LaLiga Santander,Pau,Francisco Torres,Pau Torres,Pau Francisco Torres
11189,483,244919.0,31.0,29.0,Villarreal CF,53,278,LaLiga Santander,Martín,Pascual Castillo,Martín,Martín Pascual Castillo
11190,483,245290.0,37.0,29.0,Villarreal CF,53,278,LaLiga Santander,Adrián,De La Fuente,De La Fuente,Adrián De La Fuente
11191,483,246172.0,11.0,28.0,Villarreal CF,53,278,LaLiga Santander,Samuel,Chukwueze,,Samuel Chukwueze
11192,483,246242.0,16.0,28.0,Villarreal CF,53,278,LaLiga Santander,Boulaye,Dia,,Boulaye Dia
11193,483,252598.0,38.0,29.0,Villarreal CF,53,278,LaLiga Santander,Sergio,Lozano Lluch,Sergio Lozano,Sergio Lozano Lluch
11194,483,254123.0,46.0,29.0,Villarreal CF,53,278,LaLiga Santander,Miguel Ángel,Leal Díaz,Migue,Miguel Ángel Leal Díaz
11195,483,258319.0,36.0,29.0,Villarreal CF,53,278,LaLiga Santander,Nikita,Iosifov,,Nikita Iosifov
11196,483,258485.0,35.0,29.0,Villarreal CF,53,278,LaLiga Santander,Filip,Jörgensen,,Filip Jörgensen
11197,483,259171.0,27.0,29.0,Villarreal CF,53,278,LaLiga Santander,José Manuel,Cabrera López,Lanchi,José Manuel Cabrera López
11198,483,259377.0,21.0,28.0,Villarreal CF,53,278,LaLiga Santander,Yeremi Jesús,Santos Pino,,Yeremi Jesús Santos Pino
11199,483,24630.0,25.0,28.0,Villarreal CF,53,278,LaLiga Santander,José Manuel,Reina Páez,Pepe Reina,José Manuel Reina Páez
11200,483,189860.0,30.0,29.0,Villarreal CF,53,278,LaLiga Santander,Francisco,Femenía Far,Kiko Femenía,Francisco Femenía Far
11201,485,184040.0,1.0,28.0,Hannover 96,20,175,Bundesliga 2,Martin,Hansen,,Martin Hansen
11202,485,186148.0,16.0,0.0,Hannover 96,20,175,Bundesliga 2,Ron-Robert,Zieler,,Ron-Robert Zieler
11203,485,190671.0,8.0,28.0,Hannover 96,20,175,Bundesliga 2,Mike,Frantz,,Mike Frantz
11204,485,192102.0,3.0,7.0,Hannover 96,20,175,Bundesliga 2,Niklas,Hult,,Niklas Hult
11205,485,194015.0,31.0,6.0,Hannover 96,20,175,Bundesliga 2,Julian,Börner,,Julian Börner
11206,485,200433.0,17.0,25.0,Hannover 96,20,175,Bundesliga 2,Lukas,Hinterseer,,Lukas Hinterseer
11207,485,201066.0,13.0,28.0,Hannover 96,20,175,Bundesliga 2,Dominik,Kaiser,,Dominik Kaiser
11208,485,203161.0,28.0,4.0,Hannover 96,20,175,Bundesliga 2,Marcel,Franke,,Marcel Franke
11209,485,204193.0,6.0,28.0,Hannover 96,20,175,Bundesliga 2,Tom,Trybull,,Tom Trybull
11210,485,205556.0,23.0,28.0,Hannover 96,20,175,Bundesliga 2,Luka,Krajnc,,Luka Krajnc
11211,485,212249.0,37.0,13.0,Hannover 96,20,175,Bundesliga 2,Sebastian,Kerk,,Sebastian Kerk
11212,485,220881.0,19.0,28.0,Hannover 96,20,175,Bundesliga 2,Valmir,Sulejmani,,Valmir Sulejmani
11213,485,221793.0,7.0,29.0,Hannover 96,20,175,Bundesliga 2,Patrick,Twumasi,,Patrick Twumasi
11214,485,223652.0,10.0,15.0,Hannover 96,20,175,Bundesliga 2,Sebastian,Ernst,,Sebastian Ernst
11215,485,226167.0,25.0,28.0,Hannover 96,20,175,Bundesliga 2,Jannik,Dehm,,Jannik Dehm
11216,485,229701.0,20.0,28.0,Hannover 96,20,175,Bundesliga 2,Philipp,Ochs,,Philipp Ochs
11217,485,229923.0,22.0,28.0,Hannover 96,20,175,Bundesliga 2,Sebastian,Stolze,,Sebastian Stolze
11218,485,233207.0,21.0,3.0,Hannover 96,20,175,Bundesliga 2,Sei,Muroya,,Sei Muroya
11219,485,239696.0,35.0,16.0,Hannover 96,20,175,Bundesliga 2,Florent,Muslija,,Florent Muslija
11220,485,242997.0,11.0,12.0,Hannover 96,20,175,Bundesliga 2,Linton,Maina,,Linton Maina
11221,485,245017.0,29.0,10.0,Hannover 96,20,175,Bundesliga 2,Gaël,,,
11222,485,245733.0,9.0,28.0,Hannover 96,20,175,Bundesliga 2,Hendrik,Weydandt,,Hendrik Weydandt
11223,485,254117.0,14.0,28.0,Hannover 96,20,175,Bundesliga 2,Maximilian,Beier,,Maximilian Beier
11224,485,255159.0,30.0,29.0,Hannover 96,20,175,Bundesliga 2,Marlon,Sündermann,,Marlon Sündermann
11225,485,258179.0,27.0,29.0,Hannover 96,20,175,Bundesliga 2,Tim,Walbrecht,,Tim Walbrecht
11226,485,259235.0,24.0,29.0,Hannover 96,20,175,Bundesliga 2,Marc,Lamti,,Marc Lamti
11227,485,260716.0,33.0,29.0,Hannover 96,20,175,Bundesliga 2,Moussa,Doumbouya,,Moussa Doumbouya
11228,485,262179.0,32.0,29.0,Hannover 96,20,175,Bundesliga 2,Grace,Bokake,,Grace Bokake
11229,485,263068.0,40.0,29.0,Hannover 96,20,175,Bundesliga 2,Lawrence,Ennali,,Lawrence Ennali
11230,487,197226.0,7.0,29.0,VfL Osnabrück,2076,834,3. Liga,Sören,Bertram,,Sören Bertram
11231,487,199347.0,33.0,28.0,VfL Osnabrück,2076,834,3. Liga,Timo,Beermann,,Timo Beermann
11232,487,200475.0,18.0,6.0,VfL Osnabrück,2076,834,3. Liga,Maurice,Trapp,,Maurice Trapp
11233,487,208374.0,9.0,28.0,VfL Osnabrück,2076,834,3. Liga,Andrew,Wooten,,Andrew Wooten
11234,487,208719.0,22.0,0.0,VfL Osnabrück,2076,834,3. Liga,Philipp,Kühn,,Philipp Kühn
11235,487,211955.0,8.0,10.0,VfL Osnabrück,2076,834,3. Liga,Ulrich,Taffertshofer,,Ulrich Taffertshofer
11236,487,228058.0,4.0,4.0,VfL Osnabrück,2076,834,3. Liga,Lukas,Gugganig,,Lukas Gugganig
11237,487,229243.0,1.0,29.0,VfL Osnabrück,2076,834,3. Liga,Tim,Wiesner,,Tim Wiesner
11238,487,235056.0,11.0,23.0,VfL Osnabrück,2076,834,3. Liga,Ba-Muaka,Simakala,,Ba-Muaka Simakala
11239,487,237026.0,29.0,28.0,VfL Osnabrück,2076,834,3. Liga,Davide,Itter,,Davide Itter
11240,487,237601.0,16.0,28.0,VfL Osnabrück,2076,834,3. Liga,Ulrich,Bapoh,,Ulrich Bapoh
11241,487,238657.0,20.0,25.0,VfL Osnabrück,2076,834,3. Liga,Marc,Heider,,Marc Heider
11242,487,239196.0,28.0,29.0,VfL Osnabrück,2076,834,3. Liga,Tim,Möller,,Tim Möller
11243,487,239925.0,26.0,15.0,VfL Osnabrück,2076,834,3. Liga,Sebastian,Klaas,,Sebastian Klaas
11244,487,244234.0,30.0,27.0,VfL Osnabrück,2076,834,3. Liga,Aaron,Opoku,,Aaron Opoku
11245,487,245008.0,24.0,28.0,VfL Osnabrück,2076,834,3. Liga,Manuel,Haas,,Manuel Haas
11246,487,245090.0,21.0,28.0,VfL Osnabrück,2076,834,3. Liga,Laurenz,Beckemeyer,,Laurenz Beckemeyer
11247,487,251281.0,6.0,13.0,VfL Osnabrück,2076,834,3. Liga,Sven,Köhler,,Sven Köhler
11248,487,257136.0,23.0,3.0,VfL Osnabrück,2076,834,3. Liga,Omar Haktab,Traoré,,Omar Haktab Traoré
11249,487,257554.0,34.0,28.0,VfL Osnabrück,2076,834,3. Liga,Hakim,Traoré,,Hakim Traoré
11250,487,261280.0,31.0,28.0,VfL Osnabrück,2076,834,3. Liga,Luis,Sprekelmeyer,,Luis Sprekelmeyer
11251,487,262838.0,17.0,28.0,VfL Osnabrück,2076,834,3. Liga,Felix,Higl,,Felix Higl
11252,487,262839.0,10.0,28.0,VfL Osnabrück,2076,834,3. Liga,Oliver,Wähling,,Oliver Wähling
11253,487,262840.0,13.0,28.0,VfL Osnabrück,2076,834,3. Liga,Lukas,Kunze,,Lukas Kunze
11254,487,262841.0,27.0,28.0,VfL Osnabrück,2076,834,3. Liga,Tom,Bertelsmann,,Tom Bertelsmann
11255,487,263089.0,3.0,7.0,VfL Osnabrück,2076,834,3. Liga,Florian,Kleinhansl,,Florian Kleinhansl
11256,487,263395.0,19.0,29.0,VfL Osnabrück,2076,834,3. Liga,Jan,Chorushij,,Jan Chorushij
11257,492,199234.0,20.0,29.0,Wehen Wiesbaden,2076,835,3. Liga,Stefan,Stangl,,Stefan Stangl
11258,492,203838.0,7.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Gianluca,Korte,,Gianluca Korte
11259,492,203966.0,25.0,16.0,Wehen Wiesbaden,2076,835,3. Liga,Dennis,Kempe,,Dennis Kempe
11260,492,208637.0,18.0,29.0,Wehen Wiesbaden,2076,835,3. Liga,Marc,Lais,,Marc Lais
11261,492,208776.0,16.0,0.0,Wehen Wiesbaden,2076,835,3. Liga,Florian,Stritzel,,Florian Stritzel
11262,492,210042.0,8.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Johannes,Wurtz,,Johannes Wurtz
11263,492,211952.0,22.0,27.0,Wehen Wiesbaden,2076,835,3. Liga,Maximilian,Thiel,,Maximilian Thiel
11264,492,216288.0,10.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Sebastian,Mrowca,,Sebastian Mrowca
11265,492,218656.0,4.0,4.0,Wehen Wiesbaden,2076,835,3. Liga,Sascha,Mockenhaupt,,Sascha Mockenhaupt
11266,492,223933.0,29.0,25.0,Wehen Wiesbaden,2076,835,3. Liga,Gustaf,Nilsson,,Gustaf Nilsson
11267,492,229803.0,5.0,15.0,Wehen Wiesbaden,2076,835,3. Liga,Emanuel,Taffertshofer,,Emanuel Taffertshofer
11268,492,232843.0,24.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Dominik,Prokop,,Dominik Prokop
11269,492,233880.0,6.0,12.0,Wehen Wiesbaden,2076,835,3. Liga,Gino,Fechner,,Gino Fechner
11270,492,234831.0,27.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Nico,Rieble,,Nico Rieble
11271,492,238065.0,28.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Kevin,Lankford,,Kevin Lankford
11272,492,238489.0,1.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Tim,Boss,,Tim Boss
11273,492,240335.0,19.0,13.0,Wehen Wiesbaden,2076,835,3. Liga,Bjarke,Jacobsen,,Bjarke Jacobsen
11274,492,241540.0,9.0,23.0,Wehen Wiesbaden,2076,835,3. Liga,Thijmen,Goppel,,Thijmen Goppel
11275,492,244490.0,15.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Jozo,Stanić,,Jozo Stanić
11276,492,245252.0,3.0,6.0,Wehen Wiesbaden,2076,835,3. Liga,Ahmet,Gürleyen,,Ahmet Gürleyen
11277,492,245750.0,17.0,5.0,Wehen Wiesbaden,2076,835,3. Liga,Florian,Carstens,,Florian Carstens
11278,492,251465.0,31.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Arthur,Lyska,,Arthur Lyska
11279,492,257196.0,11.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Mehmet,Kurt,,Mehmet Kurt
11280,492,258715.0,21.0,29.0,Wehen Wiesbaden,2076,835,3. Liga,Benedict,Hollerbach,,Benedict Hollerbach
11281,492,260186.0,14.0,29.0,Wehen Wiesbaden,2076,835,3. Liga,Lucas,Brumme,,Lucas Brumme
11282,492,262904.0,33.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,John,Iredale,,John Iredale
11283,492,262999.0,38.0,28.0,Wehen Wiesbaden,2076,835,3. Liga,Lucas,Becker,,Lucas Becker
11284,492,263731.0,40.0,29.0,Wehen Wiesbaden,2076,835,3. Liga,Amin,Farouk,,Amin Farouk
11285,503,190592.0,21.0,4.0,Dynamo Dresden,20,176,Bundesliga 2,Michael,Sollbauer,,Michael Sollbauer
11286,503,203544.0,15.0,7.0,Dynamo Dresden,20,176,Bundesliga 2,Chris,Löwe,,Chris Löwe
11287,503,204153.0,5.0,10.0,Dynamo Dresden,20,176,Bundesliga 2,Yannick,Stark,,Yannick Stark
11288,503,204690.0,14.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Philipp,Hosiner,,Philipp Hosiner
11289,503,209193.0,24.0,29.0,Dynamo Dresden,20,176,Bundesliga 2,Patrick,Wiegers,,Patrick Wiegers
11290,503,209317.0,7.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Panagiotis,Vlachodimos,,Panagiotis Vlachodimos
11291,503,210020.0,10.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Patrick,Weihrauch,,Patrick Weihrauch
11292,503,211723.0,4.0,29.0,Dynamo Dresden,20,176,Bundesliga 2,Tim,Knipping,,Tim Knipping
11293,503,213954.0,22.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Anton,Mitryushkin,,Anton Mitryushkin
11294,503,220708.0,25.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Brandon,Borrello,,Brandon Borrello
11295,503,229610.0,16.0,29.0,Dynamo Dresden,20,176,Bundesliga 2,Robin,Becker,,Robin Becker
11296,503,233397.0,11.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Agyemang,Diawusie,,Agyemang Diawusie
11297,503,235157.0,33.0,26.0,Dynamo Dresden,20,176,Bundesliga 2,Christoph,Daferner,,Christoph Daferner
11298,503,236627.0,30.0,15.0,Dynamo Dresden,20,176,Bundesliga 2,Julius,Kade,,Julius Kade
11299,503,238559.0,26.0,6.0,Dynamo Dresden,20,176,Bundesliga 2,Sebastian,Mai,,Sebastian Mai
11300,503,238629.0,3.0,3.0,Dynamo Dresden,20,176,Bundesliga 2,Michael,Akoto,,Michael Akoto
11301,503,238647.0,17.0,13.0,Dynamo Dresden,20,176,Bundesliga 2,Morris,Schröter,,Morris Schröter
11302,503,238674.0,1.0,0.0,Dynamo Dresden,20,176,Bundesliga 2,Kevin,Broll,,Kevin Broll
11303,503,238686.0,9.0,29.0,Dynamo Dresden,20,176,Bundesliga 2,Pascal,Sohm,,Pascal Sohm
11304,503,239444.0,34.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Justin,Löwe,,Justin Löwe
11305,503,244023.0,8.0,18.0,Dynamo Dresden,20,176,Bundesliga 2,Heinz,Mörschel,,Heinz Mörschel
11306,503,244280.0,6.0,29.0,Dynamo Dresden,20,176,Bundesliga 2,Adrian,Fein,,Adrian Fein
11307,503,245239.0,36.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Max,Kulke,,Max Kulke
11308,503,246127.0,28.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Paul,Will,,Paul Will
11309,503,246328.0,23.0,29.0,Dynamo Dresden,20,176,Bundesliga 2,Antonis,Aidonis,,Antonis Aidonis
11310,503,251405.0,39.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Kevin,Ehlers,,Kevin Ehlers
11311,503,255036.0,35.0,24.0,Dynamo Dresden,20,176,Bundesliga 2,Ransford-Yeboah,Königsdörffer,,Ransford-Yeboah Königsdörffer
11312,503,257242.0,2.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Guram,Giorbelidze,,Guram Giorbelidze
11313,503,262667.0,19.0,28.0,Dynamo Dresden,20,176,Bundesliga 2,Luca,Herrmann,,Luca Herrmann
11314,503,262947.0,20.0,29.0,Dynamo Dresden,20,176,Bundesliga 2,Jong-min,Seo,,Jong-min Seo
11315,503,264168.0,41.0,29.0,Dynamo Dresden,20,176,Bundesliga 2,Jonas,Oehmichen,,Jonas Oehmichen
11316,506,182520.0,1.0,0.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Martin,Männel,,Martin Männel
11317,506,183578.0,26.0,5.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Sören,Gonther,,Sören Gonther
11318,506,197376.0,5.0,13.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Clemens,Fandrich,,Clemens Fandrich
11319,506,198914.0,7.0,28.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Jan,Hochscheidt,,Jan Hochscheidt
11320,506,201025.0,2.0,6.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Gaëtan,Bussmann,,Gaëtan Bussmann
11321,506,211745.0,17.0,28.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Philipp,Riese,,Philipp Riese
11322,506,211827.0,25.0,28.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Philipp,Klewin,,Philipp Klewin
11323,506,211848.0,31.0,24.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Ben,Zolinski,,Ben Zolinski
11324,506,211870.0,10.0,18.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Dimitrij,Nazarov,,Dimitrij Nazarov
11325,506,216284.0,6.0,28.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Florian,Ballas,,Florian Ballas
11326,506,220878.0,21.0,29.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Malcolm,Cacutalua,,Malcolm Cacutalua
11327,506,223595.0,24.0,12.0,FC Erzgebirge Aue,20,177,Bundesliga 2,John-Patrick,Strauß,,John-Patrick Strauß
11328,506,225368.0,22.0,26.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Babacar,Gueye,,Babacar Gueye
11329,506,228508.0,4.0,28.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Fabian,Kalig,,Fabian Kalig
11330,506,235288.0,30.0,28.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Sam,Schreck,,Sam Schreck
11331,506,237494.0,33.0,28.0,FC Erzgebirge Aue,20,177,Bundesliga 2,Ognjen,Gnjatić,,Ognjen Gnjatić
