,Unnamed: 0_old,teamid_old,playerid,jerseynumber_old,position_old,teamname_old,leagueid_old,artificialkey_old,leaguename_old,firstname_old,surname_old,commonname_old,fullname_old,Unnamed: 0_new,teamid_new,jerseynumber_new,position_new,teamname_new,leagueid_new,artificialkey_new,leaguename_new,firstname_new,surname_new,commonname_new,fullname_new
10314,16821,15009,226678.0,4.0,28.0,Rio Branco-AC,83,541,Brasileirão Série D,Douglas,Barbosa,Douglas,Douglas Barbosa,,,,,,,,,,,,
10315,16822,15009,230790.0,36.0,18.0,Rio Branco-AC,83,541,Brasileirão Série D,Lorran,de Oliveira,Lorran,Lorran de Oliveira,,,,,,,,,,,,
10316,16823,15009,267020.0,22.0,3.0,Rio Branco-AC,83,541,Brasileirão Série D,Vinícius,Leandro,Vinícius,Vinícius Leandro,,,,,,,,,,,,
10317,16824,15009,278454.0,53.0,29.0,Rio Branco-AC,83,541,Brasileirão Série D,Luís Felipe ,Gava Bento,Luís Felipe ,Luís Felipe  Gava Bento,,,,,,,,,,,,
10322,16829,15015,192481.0,17.0,28.0,Burton Albion,60,345,EFL League One,Danny,Rowe,,Danny Rowe,,,,,,,,,,,,
10325,16832,15015,203504.0,19.0,29.0,Burton Albion,60,345,EFL League One,Aaron,Amadi-Holloway,,Aaron Amadi-Holloway,,,,,,,,,,,,
10344,16851,15040,209522.0,28.0,29.0,WSG Tirol,80,515,Ö. Bundesliga,Pedro,Castro,Pedro Castro,Pedro Castro,,,,,,,,,,,,
10345,16852,15040,198849.0,6.0,15.0,WSG Tirol,80,515,Ö. Bundesliga,Thanos,Petsos,,Thanos Petsos,,,,,,,,,,,,
10346,16853,15040,199384.0,24.0,3.0,WSG Tirol,80,515,Ö. Bundesliga,Fabian,Koch,,Fabian Koch,,,,,,,,,,,,
10348,16855,15040,225781.0,8.0,28.0,WSG Tirol,80,515,Ö. Bundesliga,Renny,Smith,,Renny Smith,,,,,,,,,,,,
10352,16859,15040,244181.0,3.0,7.0,WSG Tirol,80,515,Ö. Bundesliga,Leon,Klassen,,Leon Klassen,,,,,,,,,,,,
10359,16866,15040,257028.0,12.0,28.0,WSG Tirol,80,515,Ö. Bundesliga,Felix,Kerber,,Felix Kerber,,,,,,,,,,,,
10363,16870,15040,262241.0,22.0,28.0,WSG Tirol,80,515,Ö. Bundesliga,Mario,Andric,,Mario Andric,,,,,,,,,,,,
10368,16875,15040,263094.0,27.0,28.0,WSG Tirol,80,515,Ö. Bundesliga,Markus,Wallner,,Markus Wallner,,,,,,,,,,,,
10373,16880,15040,4677.0,26.0,29.0,WSG Tirol,80,515,Ö. Bundesliga,Happy,Jele,,Happy Jele,,,,,,,,,,,,
10376,16883,15048,111590.0,11.0,27.0,Tranmere Rovers,61,367,EFL League Two,Liam,Feeney,,Liam Feeney,,,,,,,,,,,,
10379,16886,15048,182489.0,1.0,28.0,Tranmere Rovers,61,367,EFL League Two,Scott,Davies,,Scott Davies,,,,,,,,,,,,
10380,16887,15048,183527.0,8.0,15.0,Tranmere Rovers,61,367,EFL League Two,Jay,Spearing,,Jay Spearing,,,,,,,,,,,,
10381,16888,15048,190852.0,14.0,28.0,Tranmere Rovers,61,367,EFL League Two,Callum,McManaman,,Callum McManaman,,,,,,,,,,,,
10382,16889,15048,192540.0,21.0,28.0,Tranmere Rovers,61,367,EFL League Two,Mark,Duffy,,Mark Duffy,,,,,,,,,,,,
10384,16891,15048,208944.0,4.0,6.0,Tranmere Rovers,61,367,EFL League Two,Nathaniel,Knight-Percival,,Nathaniel Knight-Percival,,,,,,,,,,,,
10385,16892,15048,215088.0,9.0,28.0,Tranmere Rovers,61,367,EFL League Two,Emmanuel,Dieseruvwe,,Emmanuel Dieseruvwe,,,,,,,,,,,,
10388,16895,15048,231033.0,23.0,28.0,Tranmere Rovers,61,367,EFL League Two,Joe,Maguire,,Joe Maguire,,,,,,,,,,,,
10389,16896,15048,235064.0,3.0,28.0,Tranmere Rovers,61,367,EFL League Two,Calum,MacDonald,,Calum MacDonald,,,,,,,,,,,,
10397,16904,15048,257284.0,24.0,29.0,Tranmere Rovers,61,367,EFL League Two,Kyle,Hayde,,Kyle Hayde,,,,,,,,,,,,
10398,16905,15048,259329.0,30.0,29.0,Tranmere Rovers,61,367,EFL League Two,Ben,Jones,,Ben Jones,,,,,,,,,,,,
10403,16910,100081,199000.0,5.0,4.0,KV Kortrijk,4,25,1A Pro League,Trent,Sainsbury,,Trent Sainsbury,,,,,,,,,,,,
10404,16911,100081,199277.0,27.0,28.0,KV Kortrijk,4,25,1A Pro League,Michiel,Jonckheere,,Michiel Jonckheere,,,,,,,,,,,,
10406,16913,100081,205188.0,88.0,24.0,KV Kortrijk,4,25,1A Pro League,Rachid,Alioui,,Rachid Alioui,,,,,,,,,,,,
10407,16914,100081,213368.0,6.0,3.0,KV Kortrijk,4,25,1A Pro League,Lucas,Rougeaux,,Lucas Rougeaux,,,,,,,,,,,,
10412,16919,100081,234048.0,51.0,28.0,KV Kortrijk,4,25,1A Pro League,Eric,Ocansey,,Eric Ocansey,,,,,,,,,,,,
10424,16931,100081,258895.0,49.0,28.0,KV Kortrijk,4,25,1A Pro League,Charles-Jesaja,Herrmann,,Charles-Jesaja Herrmann,,,,,,,,,,,,
10427,16934,100081,259493.0,41.0,28.0,KV Kortrijk,4,25,1A Pro League,Yani,Van den Bossche,,Yani Van den Bossche,,,,,,,,,,,,
10428,16935,100081,261661.0,11.0,29.0,KV Kortrijk,4,25,1A Pro League,Mathias,Fixelles,,Mathias Fixelles,,,,,,,,,,,,
10432,16939,100087,193765.0,1.0,28.0,OH Leuven,4,26,1A Pro League,Kawin,Thamsatchanan,,Kawin Thamsatchanan,,,,,,,,,,,,
10435,16942,100087,205948.0,7.0,28.0,OH Leuven,4,26,1A Pro League,Yannick,Aguemon,,Yannick Aguemon,,,,,,,,,,,,
10439,16946,100087,228804.0,21.0,28.0,OH Leuven,4,26,1A Pro League,Alexis,De Sart,,Alexis De Sart,,,,,,,,,,,,
10442,16949,100087,234172.0,18.0,12.0,OH Leuven,4,26,1A Pro League,Barnabás,Bese,,Barnabás Bese,,,,,,,,,,,,
10445,16952,100087,239593.0,99.0,25.0,OH Leuven,4,26,1A Pro League,Kaveh,Rezaei,,Kaveh Rezaei,,,,,,,,,,,,
10447,16954,100087,255021.0,77.0,28.0,OH Leuven,4,26,1A Pro League,Jesse,Sekidika,,Jesse Sekidika,,,,,,,,,,,,
10450,16957,100087,257093.0,32.0,28.0,OH Leuven,4,26,1A Pro League,Daan,Vekemans,,Daan Vekemans,,,,,,,,,,,,
10451,16958,100087,257792.0,39.0,29.0,OH Leuven,4,26,1A Pro League,Arthur,Allemeersch,,Arthur Allemeersch,,,,,,,,,,,,
10455,16962,100135,4622.0,37.0,28.0,APOEL FC,76,434,Resto do Mundo,Leonardo,Natel Vieira,Léo Natel,Leonardo Natel Vieira,,,,,,,,,,,,
10458,16965,100135,199946.0,99.0,24.0,APOEL FC,76,434,Resto do Mundo,Danilo,Sousa Campos,Danilo,Danilo Sousa Campos,,,,,,,,,,,,
10459,16966,100135,200357.0,90.0,6.0,APOEL FC,76,434,Resto do Mundo,Vujadin,Savić,,Vujadin Savić,,,,,,,,,,,,
10475,16982,100135,262575.0,16.0,28.0,APOEL FC,76,434,Resto do Mundo,Andreas,Katsantonis,,Andreas Katsantonis,,,,,,,,,,,,
10477,16984,100135,262624.0,93.0,28.0,APOEL FC,76,434,Resto do Mundo,Neofytos,Michael,,Neofytos Michael,,,,,,,,,,,,
10481,16988,100135,264487.0,14.0,28.0,APOEL FC,76,434,Resto do Mundo,Konstantinos,,,,,,,,,,,,,,,
10482,16989,100135,270668.0,25.0,28.0,APOEL FC,76,434,Resto do Mundo,Marcos,Natividade,Marquinhos,Marcos Natividade,,,,,,,,,,,,
10483,16990,100325,150894.0,4.0,28.0,HJK Helsinki,76,435,Resto do Mundo,Markus,Halsti,,Markus Halsti,,,,,,,,,,,,
10484,16991,100325,164858.0,20.0,13.0,HJK Helsinki,76,435,Resto do Mundo,Tim,Sparv,,Tim Sparv,,,,,,,,,,,,
10487,16994,100325,214114.0,13.0,7.0,HJK Helsinki,76,435,Resto do Mundo,Luis Carlos,Murillo,,Luis Carlos Murillo,,,,,,,,,,,,
10491,16998,100325,229664.0,27.0,18.0,HJK Helsinki,76,435,Resto do Mundo,Filip,Valenčič,,Filip Valenčič,,,,,,,,,,,,
10495,17002,100325,234294.0,10.0,28.0,HJK Helsinki,76,435,Resto do Mundo,Lucas,Lingman,,Lucas Lingman,,,,,,,,,,,,
10496,17003,100325,234297.0,14.0,28.0,HJK Helsinki,76,435,Resto do Mundo,Sebastian,Dahlström,,Sebastian Dahlström,,,,,,,,,,,,
10497,17004,100325,242149.0,22.0,28.0,HJK Helsinki,76,435,Resto do Mundo,Kevin,Kouassivi-Benissan,,Kevin Kouassivi-Benissan,,,,,,,,,,,,
10501,17008,100325,255018.0,8.0,28.0,HJK Helsinki,76,435,Resto do Mundo,Bubacar Boi,Djaló,Bubacar Djaló,Bubacar Boi Djaló,,,,,,,,,,,,
10507,17014,100325,264396.0,17.0,29.0,HJK Helsinki,76,435,Resto do Mundo,,,,,,,,,,,,,,,,
10511,17018,100409,195586.0,27.0,28.0,FC Augsburg,19,168,Bundesliga,Alfreð,Finnbogason,,Alfreð Finnbogason,,,,,,,,,,,,
10538,17045,100632,163990.0,27.0,28.0,Go Ahead Eagles,10,65,Eredivisie,Jacob,Mulenga,,Jacob Mulenga,,,,,,,,,,,,
10544,17051,100632,228767.0,17.0,29.0,Go Ahead Eagles,10,65,Eredivisie,Frank,Ross,,Frank Ross,,,,,,,,,,,,
10549,17056,100632,240227.0,24.0,28.0,Go Ahead Eagles,10,65,Eredivisie,Yacine,Bourhane,,Yacine Bourhane,,,,,,,,,,,,
10550,17057,100632,241693.0,2.0,13.0,Go Ahead Eagles,10,65,Eredivisie,Boyd,Lucassen,,Boyd Lucassen,,,,,,,,,,,,
10557,17064,100632,262398.0,16.0,28.0,Go Ahead Eagles,10,65,Eredivisie,Zakaria,Eddahchouri,,Zakaria Eddahchouri,,,,,,,,,,,,
10558,17065,100632,262399.0,18.0,29.0,Go Ahead Eagles,10,65,Eredivisie,Sam,Crowther,,Sam Crowther,,,,,,,,,,,,
10559,17066,100632,262401.0,22.0,28.0,Go Ahead Eagles,10,65,Eredivisie,Quiermo,Dumay,,Quiermo Dumay,,,,,,,,,,,,
10561,17068,100632,262599.0,31.0,28.0,Go Ahead Eagles,10,65,Eredivisie,Job,Schuurman,,Job Schuurman,,,,,,,,,,,,
10563,17070,100632,264091.0,25.0,29.0,Go Ahead Eagles,10,65,Eredivisie,Michalis,Spiridakis,,Michalis Spiridakis,,,,,,,,,,,,
10564,17071,100632,264212.0,14.0,29.0,Go Ahead Eagles,10,65,Eredivisie,Turan,,,,,,,,,,,,,,,
10565,17072,100634,209769.0,7.0,16.0,Heracles Almelo,10,66,Eredivisie,Bilal,Başaçıkoğlu,,Bilal Başaçıkoğlu,,,,,,,,,,,,
10566,17073,100634,221120.0,10.0,18.0,Heracles Almelo,10,66,Eredivisie,Rai,Vloet,,Rai Vloet,,,,,,,,,,,,
10567,17074,100634,223732.0,34.0,0.0,Heracles Almelo,10,66,Eredivisie,Alessandro,Damen,,Alessandro Damen,,,,,,,,,,,,
10569,17076,100634,227920.0,18.0,28.0,Heracles Almelo,10,66,Eredivisie,Ismail,Azzaoui,,Ismail Azzaoui,,,,,,,,,,,,
10571,17078,100634,230933.0,15.0,4.0,Heracles Almelo,10,66,Eredivisie,Lucas,Schoofs,,Lucas Schoofs,,,,,,,,,,,,
10573,17080,100634,236783.0,20.0,28.0,Heracles Almelo,10,66,Eredivisie,Kasper,Lunding,,Kasper Lunding,,,,,,,,,,,,
10576,17083,100634,239353.0,19.0,28.0,Heracles Almelo,10,66,Eredivisie,Navajo,Bakboord,,Navajo Bakboord,,,,,,,,,,,,
10579,17086,100634,245056.0,26.0,28.0,Heracles Almelo,10,66,Eredivisie,Koen,Bucker,,Koen Bucker,,,,,,,,,,,,
10580,17087,100634,245145.0,25.0,29.0,Heracles Almelo,10,66,Eredivisie,Robin,Polley,,Robin Polley,,,,,,,,,,,,
10582,17089,100634,250847.0,4.0,28.0,Heracles Almelo,10,66,Eredivisie,Sven,Sonnenberg,,Sven Sonnenberg,,,,,,,,,,,,
10583,17090,100634,251582.0,17.0,28.0,Heracles Almelo,10,66,Eredivisie,Adrián,Szőke,,Adrián Szőke,,,,,,,,,,,,
10584,17091,100634,252257.0,28.0,28.0,Heracles Almelo,10,66,Eredivisie,Robin,Jalving,,Robin Jalving,,,,,,,,,,,,
10585,17092,100634,252268.0,12.0,7.0,Heracles Almelo,10,66,Eredivisie,Ruben,Roosken,,Ruben Roosken,,,,,,,,,,,,
10586,17093,100634,253491.0,27.0,29.0,Heracles Almelo,10,66,Eredivisie,Melih,Ibrahimoglu,,Melih Ibrahimoglu,,,,,,,,,,,,
10587,17094,100634,253954.0,30.0,28.0,Heracles Almelo,10,66,Eredivisie,Mohamed,Amissi,,Mohamed Amissi,,,,,,,,,,,,
10588,17095,100634,255242.0,8.0,28.0,Heracles Almelo,10,66,Eredivisie,Elias,Sierra,,Elias Sierra,,,,,,,,,,,,
10589,17096,100634,257957.0,21.0,28.0,Heracles Almelo,10,66,Eredivisie,Marco,Rente,,Marco Rente,,,,,,,,,,,,
10590,17097,100634,258612.0,31.0,29.0,Heracles Almelo,10,66,Eredivisie,Rohat,Ağca,,Rohat Ağca,,,,,,,,,,,,
10591,17098,100634,258945.0,22.0,29.0,Heracles Almelo,10,66,Eredivisie,Mateo,Leš,,Mateo Leš,,,,,,,,,,,,
10592,17099,100634,259187.0,24.0,29.0,Heracles Almelo,10,66,Eredivisie,Elias,Oubella,,Elias Oubella,,,,,,,,,,,,
10597,17104,100646,192561.0,9.0,25.0,Sparta Rotterdam,10,67,Eredivisie,Lennart,Thy,,Lennart Thy,,,,,,,,,,,,
10599,17106,100646,204367.0,20.0,28.0,Sparta Rotterdam,10,67,Eredivisie,Benjamin,van Leer,,Benjamin van Leer,,,,,,,,,,,,
10600,17107,100646,204476.0,14.0,28.0,Sparta Rotterdam,10,67,Eredivisie,Tom,Beugelsdijk,,Tom Beugelsdijk,,,,,,,,,,,,
10607,17114,100646,229210.0,8.0,9.0,Sparta Rotterdam,10,67,Eredivisie,Mohammed,Osman,,Mohammed Osman,,,,,,,,,,,,
10608,17115,100646,229212.0,10.0,18.0,Sparta Rotterdam,10,67,Eredivisie,Bryan,Smeets,,Bryan Smeets,,,,,,,,,,,,
10616,17123,100646,264234.0,21.0,28.0,Sparta Rotterdam,10,67,Eredivisie,Jafar,,,,,,,,,,,,,,,
10622,17129,100757,215808.0,18.0,29.0,Dinamo 1948,330,643,Liga I,Cătălin,,,,,,,,,,,,,,,
10623,17130,100757,216578.0,2.0,28.0,Dinamo 1948,330,643,Liga I,Constantin,,,,,,,,,,,,,,,
10624,17131,100757,222222.0,7.0,15.0,Dinamo 1948,330,643,Liga I,Steliano,Filip,,Steliano Filip,,,,,,,,,,,,
10625,17132,100757,235277.0,35.0,28.0,Dinamo 1948,330,643,Liga I,Răzvan,Popa,,Răzvan Popa,,,,,,,,,,,,
10626,17133,100757,244142.0,3.0,29.0,Dinamo 1948,330,643,Liga I,Andrei,Radu,,Andrei Radu,,,,,,,,,,,,
10627,17134,100757,246558.0,17.0,28.0,Dinamo 1948,330,643,Liga I,Alin,Dudea,,Alin Dudea,,,,,,,,,,,,
10630,17137,100757,247894.0,1.0,28.0,Dinamo 1948,330,643,Liga I,Ștefan,Fara,,Ștefan Fara,,,,,,,,,,,,
10631,17138,100757,247897.0,32.0,3.0,Dinamo 1948,330,643,Liga I,Geani,Crețu,,Geani Crețu,,,,,,,,,,,,
10632,17139,100757,247899.0,29.0,28.0,Dinamo 1948,330,643,Liga I,Cătălin,Măgureanu,,Cătălin Măgureanu,,,,,,,,,,,,
10634,17141,100757,248399.0,15.0,28.0,Dinamo 1948,330,643,Liga I,Claudiu,Stan,,Claudiu Stan,,,,,,,,,,,,
10635,17142,100757,248401.0,38.0,29.0,Dinamo 1948,330,643,Liga I,Ahmed,Bani,,Ahmed Bani,,,,,,,,,,,,
10638,17145,100757,251054.0,21.0,28.0,Dinamo 1948,330,643,Liga I,Mihai,Neicuțescu,,Mihai Neicuțescu,,,,,,,,,,,,
10640,17147,100757,255906.0,6.0,28.0,Dinamo 1948,330,643,Liga I,Marco,Ehmann,,Marco Ehmann,,,,,,,,,,,,
10641,17148,100757,257984.0,28.0,28.0,Dinamo 1948,330,643,Liga I,Valentin,Borcea,,Valentin Borcea,,,,,,,,,,,,
10642,17149,100757,258420.0,12.0,0.0,Dinamo 1948,330,643,Liga I,Mihai,Eșanu,,Mihai Eșanu,,,,,,,,,,,,
10643,17150,100757,258421.0,75.0,7.0,Dinamo 1948,330,643,Liga I,Costin,Amzar,,Costin Amzar,,,,,,,,,,,,
10644,17151,100757,262811.0,24.0,4.0,Dinamo 1948,330,643,Liga I,Deniz,Giafer,,Deniz Giafer,,,,,,,,,,,,
10645,17152,100757,263485.0,23.0,28.0,Dinamo 1948,330,643,Liga I,Andrei,Mitran,,Andrei Mitran,,,,,,,,,,,,
10646,17153,100759,188313.0,7.0,28.0,FC Argeș,330,644,Liga I,Diogo Filipe,Guerreiro Viana,Diogo Viana,Diogo Filipe Guerreiro Viana,,,,,,,,,,,,
10647,17154,100759,192616.0,10.0,18.0,FC Argeș,330,644,Liga I,Cristian,Tănase,,Cristian Tănase,,,,,,,,,,,,
10649,17156,100759,202498.0,19.0,28.0,FC Argeș,330,644,Liga I,Jimmy,De Jonghe,,Jimmy De Jonghe,,,,,,,,,,,,
10650,17157,100759,208626.0,44.0,25.0,FC Argeș,330,644,Liga I,Ahmed,Said,,Ahmed Said,,,,,,,,,,,,
10652,17159,100759,226122.0,28.0,28.0,FC Argeș,330,644,Liga I,Jafar,Arias,,Jafar Arias,,,,,,,,,,,,
10654,17161,100759,240664.0,21.0,28.0,FC Argeș,330,644,Liga I,Antun,Palić,,Antun Palić,,,,,,,,,,,,
10655,17162,100759,246862.0,16.0,28.0,FC Argeș,330,644,Liga I,Ruan,Ribeiro Teles,Ruan Teles,Ruan Ribeiro Teles,,,,,,,,,,,,
10658,17165,100759,248678.0,6.0,29.0,FC Argeș,330,644,Liga I,Alexandru,Crivac,,Alexandru Crivac,,,,,,,,,,,,
10661,17168,100759,255559.0,23.0,29.0,FC Argeș,330,644,Liga I,Cătălin,Barbu,,Cătălin Barbu,,,,,,,,,,,,
10664,17171,100759,257728.0,30.0,7.0,FC Argeș,330,644,Liga I,Nicolae,Mușat,,Nicolae Mușat,,,,,,,,,,,,
10666,17173,100759,257738.0,89.0,29.0,FC Argeș,330,644,Liga I,Georgian,Honciu,,Georgian Honciu,,,,,,,,,,,,
10669,17176,100759,263181.0,24.0,28.0,FC Argeș,330,644,Liga I,Tudor,Telcean,,Tudor Telcean,,,,,,,,,,,,
10670,17177,100759,263183.0,14.0,6.0,FC Argeș,330,644,Liga I,João Miguel,Ferreira Santos,João Miguel,João Miguel Ferreira Santos,,,,,,,,,,,,
10671,17178,100759,263184.0,26.0,28.0,FC Argeș,330,644,Liga I,Claudiu,Moisie,,Claudiu Moisie,,,,,,,,,,,,
10672,17179,100759,263185.0,18.0,29.0,FC Argeș,330,644,Liga I,Theodor,Butoiu,,Theodor Butoiu,,,,,,,,,,,,
10676,17183,100761,223231.0,10.0,29.0,FCSB,330,645,Liga I,Florin,Tănase,,Florin Tănase,,,,,,,,,,,,
10677,17184,100761,225359.0,11.0,28.0,FCSB,330,645,Liga I,Constantin,Budescu,,Constantin Budescu,,,,,,,,,,,,
10686,17193,100761,248002.0,4.0,28.0,FCSB,330,645,Liga I,Andrei,Miron,,Andrei Miron,,,,,,,,,,,,
10691,17198,100761,248086.0,20.0,29.0,FCSB,330,645,Liga I,Andrei,Burlacu,,Andrei Burlacu,,,,,,,,,,,,
10700,17207,100761,259241.0,31.0,28.0,FCSB,330,645,Liga I,Ivan,Mamut,,Ivan Mamut,,,,,,,,,,,,
10704,17211,100765,5337.0,38.0,29.0,Lokomotiv,76,436,Resto do Mundo,Lucas,Fasson,Lucas Fasson,Lucas Fasson,,,,,,,,,,,,
10705,17212,100765,150995.0,28.0,29.0,Lokomotiv,76,436,Resto do Mundo,Boris,Rotenberg,,Boris Rotenberg,,,,,,,,,,,,
10710,17217,100765,215930.0,16.0,6.0,Lokomotiv,76,436,Resto do Mundo,Tin,Jedvaj,,Tin Jedvaj,,,,,,,,,,,,
10712,17219,100765,224218.0,25.0,26.0,Lokomotiv,76,436,Resto do Mundo,François,Kamano,,François Kamano,,,,,,,,,,,,
10713,17220,100765,225653.0,7.0,28.0,Lokomotiv,76,436,Resto do Mundo,Gyrano,Kerk,,Gyrano Kerk,,,,,,,,,,,,
10714,17221,100765,228675.0,6.0,13.0,Lokomotiv,76,436,Resto do Mundo,Dmitriy,Barinov,,Dmitriy Barinov,,,,,,,,,,,,
10715,17222,100765,228802.0,2.0,28.0,Lokomotiv,76,436,Resto do Mundo,Dmitriy,Zhivoglyadov,,Dmitriy Zhivoglyadov,,,,,,,,,,,,
10716,17223,100765,233290.0,17.0,12.0,Lokomotiv,76,436,Resto do Mundo,Rifat,Zhemaletdinov,,Rifat Zhemaletdinov,,,,,,,,,,,,
10717,17224,100765,244881.0,71.0,28.0,Lokomotiv,76,436,Resto do Mundo,Nair,Tiknizyan,,Nair Tiknizyan,,,,,,,,,,,,
10718,17225,100765,246255.0,69.0,15.0,Lokomotiv,76,436,Resto do Mundo,Daniil,Kulikov,,Daniil Kulikov,,,,,,,,,,,,
10719,17226,100765,247335.0,39.0,29.0,Lokomotiv,76,436,Resto do Mundo,Wilson,Isidor,,Wilson Isidor,,,,,,,,,,,,
10720,17227,100765,247723.0,94.0,16.0,Lokomotiv,76,436,Resto do Mundo,Dmitriy,Rybchinskiy,,Dmitriy Rybchinskiy,,,,,,,,,,,,
10721,17228,100765,248205.0,5.0,28.0,Lokomotiv,76,436,Resto do Mundo,Konstantin,Maradishvili,,Konstantin Maradishvili,,,,,,,,,,,,
10723,17230,100765,252235.0,37.0,4.0,Lokomotiv,76,436,Resto do Mundo,Stanislav,Magkeev,,Stanislav Magkeev,,,,,,,,,,,,
10724,17231,100765,258287.0,88.0,28.0,Lokomotiv,76,436,Resto do Mundo,Vitaliy,Lisakovich,,Vitaliy Lisakovich,,,,,,,,,,,,
10725,17232,100765,263254.0,60.0,28.0,Lokomotiv,76,436,Resto do Mundo,Andrey,Savin,,Andrey Savin,,,,,,,,,,,,
10726,17233,100765,263290.0,24.0,28.0,Lokomotiv,76,436,Resto do Mundo,Maxim,Nenakhov,,Maxim Nenakhov,,,,,,,,,,,,
10727,17234,100765,263291.0,45.0,3.0,Lokomotiv,76,436,Resto do Mundo,Alexandr,Silyanov,,Alexandr Silyanov,,,,,,,,,,,,
10729,17236,100765,263954.0,75.0,29.0,Lokomotiv,76,436,Resto do Mundo,Sergey,Babkin,,Sergey Babkin,,,,,,,,,,,,
10730,17237,100765,263961.0,53.0,28.0,Lokomotiv,76,436,Resto do Mundo,Daniil,Khudyakov,,Daniil Khudyakov,,,,,,,,,,,,
10731,17238,100767,148212.0,33.0,28.0,Spartak Moscou,76,437,Resto do Mundo,Artem,Rebrov,,Artem Rebrov,,,,,,,,,,,,
10732,17239,100767,170923.0,38.0,28.0,Spartak Moscou,76,437,Resto do Mundo,Andrey,Eschenko,,Andrey Eschenko,,,,,,,,,,,,
10735,17242,100767,210468.0,29.0,4.0,Spartak Moscou,76,437,Resto do Mundo,Ilya,Kutepov,,Ilya Kutepov,,,,,,,,,,,,
10738,17245,100767,213732.0,57.0,28.0,Spartak Moscou,76,437,Resto do Mundo,Alexandr,Selikhov,,Alexandr Selikhov,,,,,,,,,,,,
10740,17247,100767,223458.0,77.0,28.0,Spartak Moscou,76,437,Resto do Mundo,Reziuan,Mirzov,,Reziuan Mirzov,,,,,,,,,,,,
10742,17249,100767,228103.0,27.0,29.0,Spartak Moscou,76,437,Resto do Mundo,Timur,Akmurzin,,Timur Akmurzin,,,,,,,,,,,,
10743,17250,100767,228763.0,21.0,28.0,Spartak Moscou,76,437,Resto do Mundo,Georgiy,Melkadze,,Georgiy Melkadze,,,,,,,,,,,,
10747,17254,100767,233791.0,98.0,0.0,Spartak Moscou,76,437,Resto do Mundo,Alexandr,Maksimenko,,Alexandr Maksimenko,,,,,,,,,,,,
10749,17256,100767,245572.0,92.0,3.0,Spartak Moscou,76,437,Resto do Mundo,Nikolay,Rasskazov,,Nikolay Rasskazov,,,,,,,,,,,,
10750,17257,100767,245573.0,17.0,28.0,Spartak Moscou,76,437,Resto do Mundo,Alexandr,Lomovitskiy,,Alexandr Lomovitskiy,,,,,,,,,,,,
10751,17258,100767,246190.0,22.0,28.0,Spartak Moscou,76,437,Resto do Mundo,Mikhail,Ignatov,,Mikhail Ignatov,,,,,,,,,,,,
10752,17259,100767,247870.0,54.0,28.0,Spartak Moscou,76,437,Resto do Mundo,Nail,Umyarov,,Nail Umyarov,,,,,,,,,,,,
10753,17260,100767,248209.0,39.0,28.0,Spartak Moscou,76,437,Resto do Mundo,Pavel,Maslov,,Pavel Maslov,,,,,,,,,,,,
10754,17261,100767,248213.0,56.0,28.0,Spartak Moscou,76,437,Resto do Mundo,Ilya,Gaponov,,Ilya Gaponov,,,,,,,,,,,,
10755,17262,100767,248214.0,86.0,29.0,Spartak Moscou,76,437,Resto do Mundo,Artem,Poplevchenkov,,Artem Poplevchenkov,,,,,,,,,,,,
10756,17263,100767,256263.0,74.0,29.0,Spartak Moscou,76,437,Resto do Mundo,Dmitry,Markitesov,,Dmitry Markitesov,,,,,,,,,,,,
10757,17264,100804,159080.0,13.0,28.0,St. Johnstone,50,258,cinch Prem,Craig,Bryson,,Craig Bryson,,,,,,,,,,,,
10758,17265,100804,171971.0,26.0,15.0,St. Johnstone,50,258,cinch Prem,Liam,Craig,,Liam Craig,,,,,,,,,,,,
10760,17267,100804,186876.0,25.0,28.0,St. Johnstone,50,258,cinch Prem,Efe,Ambrose,,Efe Ambrose,,,,,,,,,,,,
10773,17280,100804,238458.0,17.0,28.0,St. Johnstone,50,258,cinch Prem,,,,,,,,,,,,,,,,
10777,17284,100804,252180.0,33.0,28.0,St. Johnstone,50,258,cinch Prem,Jordan,Northcott,,Jordan Northcott,,,,,,,,,,,,
10781,17288,100804,258018.0,23.0,29.0,St. Johnstone,50,258,cinch Prem,Cammy,Ballantyne,,Cammy Ballantyne,,,,,,,,,,,,
10782,17289,100804,258929.0,5.0,29.0,St. Johnstone,50,258,cinch Prem,Lars,Dendoncker,,Lars Dendoncker,,,,,,,,,,,,
10783,17290,100804,260780.0,29.0,29.0,St. Johnstone,50,258,cinch Prem,Sam,Denham,,Sam Denham,,,,,,,,,,,,
10785,17292,100805,52478.0,25.0,28.0,Goianésia,83,542,Brasileirão Série D,Luan,de Oliveira,Luan,Luan de Oliveira,,,,,,,,,,,,
10786,17293,100805,52748.0,3.0,6.0,Goianésia,83,542,Brasileirão Série D,Luciano,Ferreira,Luciano,Luciano Ferreira,,,,,,,,,,,,
10787,17294,100805,52749.0,6.0,28.0,Goianésia,83,542,Brasileirão Série D,Felipe Jorge,Loureiro,Felipe,Felipe Jorge Loureiro,,,,,,,,,,,,
10788,17295,100805,52827.0,8.0,13.0,Goianésia,83,542,Brasileirão Série D,Weslley,Morais,Weslley,Weslley Morais,,,,,,,,,,,,
10789,17296,100805,52846.0,10.0,28.0,Goianésia,83,542,Brasileirão Série D,André,Oliveira,André Beleza,André Oliveira,,,,,,,,,,,,
